community_id,protein_id,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain,gold_supported
9,YGL120C,outer_orbit,0.03553216747339826,0.14942528735632185,-0.07836095240952533,0.0,0.0,0.0
9,YGL128C,outer_orbit,0.05660642454280726,0.19540229885057472,-0.0821894497649602,0.0,0.0,0.0
9,YGL173C,outer_orbit,-0.01788251671853522,0.12643678160919541,-0.16220181504626585,0.0,0.0,0.0
9,YGR013W,outer_orbit,0.13435153203091488,0.19540229885057472,0.07330076521125502,0.0,0.0,0.0
9,YGR074W,outer_orbit,0.07767478173210113,0.21839080459770116,-0.06304124113349892,0.0,0.0,0.0
9,YGR075C,uncertain_orbit,-0.028065000559538603,0.06896551724137931,-0.12509551836045651,0.0,0.0,0.0
9,YGR091W,outer_orbit,0.07791752984941591,0.1724137931034483,-0.016578733404616467,0.0,0.0,0.0
9,YGR162W,outer_orbit,0.09963872531932191,0.12643678160919541,0.0728406690294484,0.0,0.0,0.0
9,YGR278W,outer_orbit,0.1455279484038186,0.1839080459770115,0.10714785083062571,0.0,0.0,0.0
9,YGR280C,uncertain_orbit,0.02448032360596055,0.011494252873563218,0.03746639433835788,0.0,0.0,0.0
9,YHL034C,uncertain_orbit,0.04558053216234871,0.06896551724137931,0.022195547083318112,0.0,0.0,0.0
9,YHR086W,outer_orbit,-0.015685276523302927,0.20689655172413793,-0.23826710477074378,0.0,0.0,0.0
9,YHR156C,outer_orbit,0.09590155630011704,0.21839080459770116,-0.026587691997467078,0.0,0.0,0.0
9,YHR165C,inner_orbit,0.2444126526169519,0.45977011494252873,0.029055190291375037,0.0,0.0,0.0
9,YIL061C,outer_orbit,0.16416751197064572,0.14942528735632185,0.17890973658496956,0.0,0.0,0.0
9,YIR009W,uncertain_orbit,0.06415827825987117,0.11494252873563218,0.01337402778411016,0.0,0.0,0.0
9,YJL124C,outer_orbit,0.12178043942883808,0.12643678160919541,0.11712409724848075,0.0,0.0,0.0
9,YJL190C,uncertain_orbit,0.008296309164364475,0.034482758620689655,-0.017890140291960704,0.0,0.0,0.0
9,YJL203W,outer_orbit,-0.0007209555016959579,0.16091954022988506,-0.16236145123327697,0.0,0.0,0.0
9,YJR022W,uncertain_orbit,-0.014231892365142475,0.022988505747126436,-0.051452290477411386,0.0,0.0,0.0
9,YJR050W,outer_orbit,0.08996316976708522,0.16091954022988506,0.019006799304285404,0.0,0.0,0.0
9,YJR084W,uncertain_orbit,0.05563732386992941,0.11494252873563218,-0.003667880995773363,1.0,0.0,0.0
9,YKL012W,outer_orbit,0.02297455878328024,0.1724137931034483,-0.1264646755368878,0.0,0.0,0.0
9,YKL095W,outer_orbit,0.11212137909131711,0.034482758620689655,0.18975999956194456,0.0,0.0,0.0
9,YKL173W,inner_orbit,0.26962762357619857,0.3563218390804598,0.18293340807193734,0.0,0.0,0.0
9,YKR022C,uncertain_orbit,-0.020044652598728653,0.022988505747126436,-0.06307781094458374,0.0,0.0,0.0
9,YLL036C,outer_orbit,0.1310961154042649,0.22988505747126436,0.03230717333726546,0.0,0.0,0.0
9,YLR117C,outer_orbit,0.16887908378143274,0.20689655172413793,0.13086161583872757,0.0,0.0,0.0
9,YLR147C,outer_orbit,0.08430634064428877,0.1724137931034483,-0.003801111814870752,0.0,0.0,0.0
9,YLR175W,uncertain_orbit,0.0035206843804686163,0.034482758620689655,-0.027441389859752422,0.0,0.0,0.0
9,YLR275W,outer_orbit,0.029722942583068603,0.1839080459770115,-0.12446216081087429,0.0,0.0,0.0
9,YLR298C,outer_orbit,0.10673146009929303,0.19540229885057472,0.01806062134801134,0.0,0.0,0.0
9,YLR424W,outer_orbit,0.0695934235030044,0.16091954022988506,-0.021732693223876255,0.0,0.0,0.0
9,YLR438C,outer_orbit,0.042550050484727354,0.13793103448275862,-0.05283093351330391,0.0,0.0,0.0
9,YML046W,outer_orbit,0.08600442610432497,0.14942528735632185,0.022583564852328104,0.0,0.0,0.0
9,YML049C,outer_orbit,0.07189038603277374,0.21839080459770116,-0.07461003253215368,0.0,0.0,0.0
9,YMR125W,inner_orbit,0.10427740334600429,0.3103448275862069,-0.10179002089419834,0.0,0.0,0.0
9,YMR213W,inner_orbit,0.1452045253680645,0.25287356321839083,0.03753548751773815,0.0,0.0,0.0
9,YMR230W,uncertain_orbit,-0.009037680054050461,0.034482758620689655,-0.05255811872879058,0.0,0.0,0.0
9,YMR240C,outer_orbit,0.054975258009200195,0.19540229885057472,-0.08545178283217433,0.0,0.0,0.0
9,YMR268C,uncertain_orbit,0.017613944074313312,0.08045977011494253,-0.045231881966315904,0.0,0.0,0.0
9,YMR288W,outer_orbit,0.0887502508953921,0.16091954022988506,0.016580961560899127,0.0,0.0,0.0
9,YNL118C,uncertain_orbit,0.055583859363001226,0.034482758620689655,0.0766849601053128,0.0,0.0,0.0
9,YNL147W,outer_orbit,0.09652028178360403,0.20689655172413793,-0.013855988156929875,0.0,0.0,0.0
9,YNL256W,uncertain_orbit,0.0240807332962063,0.034482758620689655,0.013678707971722943,0.0,0.0,0.0
9,YNL286W,uncertain_orbit,0.03537279569772595,0.022988505747126436,0.04775708564832547,0.0,0.0,0.0
9,YOL139C,uncertain_orbit,0.07620791912057752,0.09195402298850575,0.060461815252649286,0.0,0.0,0.0
9,YOR276W,uncertain_orbit,-0.02914723821636099,0.011494252873563218,-0.0697887293062852,0.0,0.0,0.0
9,YOR308C,outer_orbit,0.10384736862992666,0.13793103448275862,0.06976370277709469,0.0,0.0,0.0
9,YOR319W,uncertain_orbit,-0.025043757299218143,0.10344827586206896,-0.15353579046050525,0.0,0.0,0.0
9,YPL151C,outer_orbit,0.07284265826627766,0.12643678160919541,0.0192485349233599,0.0,0.0,0.0
9,YPL178W,outer_orbit,0.06758831798812345,0.16091954022988506,-0.025742904253638135,0.0,0.0,0.0
9,YPL213W,inner_orbit,0.2177550292044649,0.1724137931034483,0.2630962653054815,0.0,0.0,0.0
9,YPR057W,outer_orbit,0.13489041223386203,0.10344827586206896,0.16633254860565508,0.0,0.0,0.0
9,YPR082C,uncertain_orbit,0.08473329106305574,0.09195402298850575,0.07751255913760573,0.0,0.0,0.0
9,YPR101W,outer_orbit,0.1624154785010693,0.19540229885057472,0.12942865815156387,0.0,0.0,0.0
9,YPR161C,uncertain_orbit,5.649053909915873e-05,0.022988505747126436,-0.02287552466892812,0.0,0.0,0.0
9,YPR178W,outer_orbit,0.13149050594338202,0.19540229885057472,0.0675787130361893,0.0,0.0,0.0
9,YPR182W,outer_orbit,0.08605790409422201,0.21839080459770116,-0.046274996409257155,0.0,0.0,0.0
11,YDL083C,inner_orbit,0.2222536355780419,0.2727272727272727,0.1717799984288111,0.0,0.0,0.0
11,YDL136W,outer_orbit,0.114933748992359,0.18181818181818182,0.04804931616653617,0.0,0.0,0.0
11,YDR382W,uncertain_orbit,0.07413612492178487,0.09090909090909091,0.05736315893447881,0.0,0.0,0.0
11,YDR450W,outer_orbit,0.15549854989381498,0.09090909090909091,0.22008800887853905,0.0,0.0,0.0
11,YDR460W,inner_orbit,0.2579483473956126,0.45454545454545453,0.061351240245770704,0.0,0.0,0.0
11,YGR034W,inner_orbit,0.3094316630276571,0.5454545454545454,0.07340878060076882,0.0,0.0,0.0
11,YGR281W,inner_orbit,0.29515490338886513,0.36363636363636365,0.22667344314136662,0.0,0.0,0.0
11,YLR075W,outer_orbit,0.1394888356148604,0.09090909090909091,0.18806858032062987,0.0,0.0,0.0
11,YLR270W,uncertain_orbit,-0.027346863692008172,0.09090909090909091,-0.14560281829310726,0.0,0.0,0.0
11,YOR173W,inner_orbit,0.2851474771291594,0.5454545454545454,0.024840408803773414,0.0,0.0,0.0
11,YOR234C,inner_orbit,0.4004123388563846,0.6363636363636364,0.1644610413491329,0.0,0.0,0.0
11,YPR025C,inner_orbit,0.21534977550326223,0.2727272727272727,0.15797227827925175,0.0,0.0,0.0
13,YBL035C,core,0.5441347152853547,0.8333333333333334,0.25493609723737604,0.0,0.0,1.0
13,YBR181C,inner_orbit,0.30146572988594433,0.6666666666666666,-0.06373520689477795,0.0,0.0,0.0
13,YDR292C,inner_orbit,0.4520344903784564,0.8333333333333334,0.07073564742357942,0.0,0.0,0.0
13,YIR008C,inner_orbit,0.3592767634409218,0.8333333333333334,-0.11477980645148977,0.0,0.0,1.0
13,YKL045W,inner_orbit,0.35081305187391165,0.8333333333333334,-0.13170722958551,0.0,0.0,1.0
13,YKL154W,outer_orbit,0.0970409556996531,0.16666666666666666,0.02741524473263953,0.0,0.0,0.0
13,YNL102W,inner_orbit,0.4030292778444498,0.8333333333333334,-0.027274777644433795,0.0,0.0,1.0
15,YAR002W,inner_orbit,0.10765695934545147,0.5,-0.28468608130909706,0.0,0.0,0.0
15,YDR257C,outer_orbit,-0.0254848071919377,0.125,-0.1759696143838754,0.0,0.0,0.0
15,YLL021W,inner_orbit,0.2204547627085868,0.375,0.0659095254171736,0.0,0.0,0.0
15,YLR347C,inner_orbit,0.1826745183530104,0.625,-0.2596509632939792,0.0,0.0,0.0
15,YMR308C,inner_orbit,0.21563154898002942,0.375,0.05626309796005887,0.0,0.0,0.0
15,YMR310C,inner_orbit,0.13504122795956508,0.25,0.020082455919130136,1.0,0.0,0.0
15,YNL224C,inner_orbit,0.13895035171692255,0.375,-0.09709929656615493,0.0,0.0,0.0
15,YOR098C,inner_orbit,0.2633136339590563,0.5,0.026627267918112603,0.0,0.0,0.0
15,YPL020C,inner_orbit,0.3903827139310668,0.875,-0.09423457213786636,0.0,0.0,0.0
16,YAL036C,inner_orbit,0.622391521808303,1.0,0.2447830436166061,0.0,0.0,0.0
